Parcel ID (TMK),Petition Number,Site Address,End Year,Year
940030040000,A05090076,KUNIA RD,,2013
940040020000,A05090077,KUNIA RD,,2013
940040030000,A05090078,KUNIA RD,,2013
940040040000,A05090079,KUNIA RD,,2013
940040050000,AV10120004,KUNIA RD,,2013
940040070000,A05090080,KUNIA RD,,2013
940040080000,A05090081,KUNIA RD,,2013
940040090000,A05110093,KUNIA RD,,2013
940040100000,A05090082,KUNIA RD,,2013
940040110000,A05090083,KUNIA RD,,2013
940040120000,A05090084,KUNIA RD,,2013
940040180000,A05090085,KUNIA RD,,2013
940040190000,A05090086,94-2101  KUNIA RD,,2013
940050100000,A10040474,94-424  KAMEHAMEHA HWY,,2013
940050520002,A10040073,94-50  KAM HWY,,2013
940050520008,A10040998,94-50  KAM HWY,,2013
940050690000,A10080012,94-415  MAKAPIPIPI ST,,2013
940050900000,A05110143B,94-415  MAKAPIPIPI ST,,2013
940050910000,A05110143C,94-415  MAKAPIPIPI ST,,2013
940050920000,A05110143D,94-415  MAKAPIPIPI ST,,2013
940050950000,A05110181,94-415  MAKAPIPIPI ST,,2013
940050960000,A05110143E,94-415  MAKAPIPIPI ST,,2013
940050970000,A05110143A,94-415  MAKAPIPIPI ST,,2013
940060010000,A01130150,KAMEHAMEHA HWY,,2013
940060010000,A01130150,KAMEHAMEHA HWY,,2013
940060020000,A01130151,KAMEHAMEHA HWY,,2013
940060110000,AV0500015,WAIPIO,,2013
940060110000,AV0500015,WAIPIO,,2013
940060290000,A01130141,KAMEHAMEHA HWY,,2013
940060310000,AV0500016,KAMEHAMEHA HWY,,2013
940060370000,AV0500001,96-1088  WAIHONA ST,,2013
940060380000,A01130148,KAMEHAMEHA HWY,,2013
940060390000,A01130149,KAMEHAMEHA HWY,,2013
940060400000,A01130142,MILILANI MEMORIAL PARK,,2013
940070440000,A10040261,LUMIPOLU ST,,2013
940070440000,A10040261,LUMIPOLU ST,,2013
940070450000,A10040262,LUMIPOLU ST,,2013
940070450000,A10040262,LUMIPOLU ST,,2013
940561090000,A10040263,94-977  LUMIHOAHU ST,,2013
940561090000,A10040263,94-977  LUMIHOAHU ST,,2013
950010870000,A10040738B,95-30  WAIHONU ST,,2013
950020030000,A01130046,KAMEHAMEHA HWY,,2013
950030010000,A01130143,KAMEHAMEHA HWY,,2013
950030010000,A05090123,KAMEHAMEHA HWY,,2013
950030010000,A05110241,KAMEHAMEHA HWY,,2013
950030020000,A05090124,KAMEHAMEHA HWY,,2013
950030040000,A01130152,KAMEHAMEHA HWY,,2013
950030040000,A05090125,KAMEHAMEHA HWY,,2013
950030070000,A05090126,KAMEHAMEHA HWY,,2013
950030090000,A05090127,KAMEHAMEHA HWY,,2013
950030100000,A20040624,95-1800  MEHEULA PKWY,,2013
950030110000,A05110242,KAMEHAMEHA HWY,,2013
950030110000,A05110243,KAMEHAMEHA HWY,,2013
950030110000,A05110244,KAMEHAMEHA HWY,,2013
950030110000,A05110245,KAMEHAMEHA HWY,,2013
950030140000,A05110247,KAMEHAMEHA HWY,,2013
950030140000,A05120197,KAMEHAMEHA HWY,,2013
950460100000,AV0500013,KAHELU AVE,,2013
950460410000,AV0500014,KAMEHAMEHA HWY,,2013
950490310000,AV0500011,MILILANI MAUKA,,2013
960020120000,AV10100021,WAIAWA RD,,2013
960020220000,A05130220,96-163  WAIAWA RD,,2013
960020280000,AV10100020,WAIAWA RD,,2013
960020290000,A05130120,WAIAWA RD,,2013
960020370000,A05100230,WAIAWA RD,,2013
960030030000,A10040059A,WAIAWA RD,,2013
960030040000,A10040059B,WAIAWA RD,,2013
960030250000,AV10100022,WAIAWA RD,,2013
960030260000,A10050346A,96-121  WAIAWA RD,,2013
960030270000,A10050346E,96-123  WAIAWA RD,,2013
960030280000,A10050346F,96-79  WAIAWA RD,,2013
960030290000,A10050346B,WAIAWA RD,,2013
960030300000,A10050347A,WAIAWA RD,,2013
960030310000,A10050346C,WAIAWA RD,,2013
960030320000,A10050346G,WAIAWA RD,,2013
960030330000,A10050346D,WAIAWA RD,,2013
960030340000,A10050347B,96-55  WAIAWA RD,,2013
960030350000,A10050347D,96-39  WAIAWA RD,,2013
960030370000,A10050347F,96-23  WAIAWA RD,,2013
960040010000,AV0700004,96-90  KAM HWY,,2013
960040060000,A10110132,96-136  FARRINGTON HWY,,2013
960040210000,A01130153,WAIMANO HOME RD,,2013
960040230000,AV10100012,WAIHONA ST,,2013
960040240000,A01130122,WAIHONA ST,,2013
960040240000,AV0500044,WAIHONA ST,,2013
960050010000,AV0700003,94-670  KAM HWY,,2013
960050030000,A01130118,94-1340  KA UKA BLVD,,2013
960050030000,A01130118,94-1340  KA UKA BLVD,,2013
960050030000,A01130119,94-1340  KA UKA BLVD,,2013
960050030000,A01130119,94-1340  KA UKA BLVD,,2013
960050030000,AV0500045,94-1340  KA UKA BLVD,,2013
960050030000,AV0500045,94-1340  KA UKA BLVD,,2013
980110140000,A10040093,98-815  KILINOE ST,,2013
980160480000,A05130121,98-154  KAM HWY,,2013
980160590000,A10070050,KAMEHAMEHA HWY,,2013
220270390000,A10140066,2854 BOOTH RD,2023,2020
270350750000,A10140353,2842 DATE ST,2023,2020
320641100000,A10190104,4141 MALAPUA PL,2028,2020
340210010001,A20040578,2801 LA I RD,2023,2020
340210010002,A10150017,2801 N2 LA I RD,2024,2020
340210010003,A20040266,2801 LA I RD,2023,2020
340210010004,A20040579,2801 LA I RD,2023,2020
340210060000,A10200014,3115 LA I RD,2029,2020
340210080000,A10140354,2878 LA I RD,2023,2020
340210100000,A10140140,2759 LAI RD,2023,2020
340210120000,A10140355,2801 G LA I RD,2023,2020
340210130002,A20040271,2801 H LA I RD,2023,2020
340210140000,A10140332,2801 P LA I RD,2023,2020
340210160000,A10140214,3029 LA I RD,2023,2020
340210170000,A10200009,3002 LA I RD,2029,2020
340210190000,A10140357,3140 LA I RD,2023,2020
340210200000,A10140162,3152 LA I RD,2023,2020
340210210000,A10130159,3159 LAI RD,2022,2020
340210230000,A10140068,2801 J LA I RD,2023,2020
340210250001,A20040876,2801 M LA I RD,2023,2020
340210250002,A20040524,2801 M1 LA I RD,2023,2020
340210350000,A10140215,3035 LA I RD,2023,2020
340210460000,A10180007,2809 A1 LA I RD,2027,2020
390050200000,A10200047,587 PAKALA ST,2029,2020
390050440000,A10120169,566 PAKALA ST,2021,2020
390050480000,A10200041,523 PAKALA ST,2029,2020
390050490000,A10180124,495 PAKALA ST,2027,2020
390190030000,A05190191,868 KAMILONUI PL,2023,2020
390190040000,A10130108,888 KAMILONUI PL,2022,2020
390190040000,AV10110001,888 KAMILONUI PL,2020,2020
390190050000,A10170084,898 KAMILONUI PL,2026,2020
390190060000,A10170085,908 KAMILONUI PL,2026,2020
390190070000,A10180129,918 KAMILONUI PL,2027,2020
390190080000,A10180128,928 KAMILONUI PL,2027,2020
390190090000,A10170134,938 KAMILONUI PL,2026,2020
390190100000,A10170135,948 KAMILONUI PL,2026,2020
390190110000,A10180122,958 KAMILONUI PL,2027,2020
390190120000,A10170020,968 KAMILONUI PL,2026,2020
390190130000,A10170129,978 KAMILONUI PL,2026,2020
390190140000,AV10190020,975 KAMILONUI PL,2028,2020
390190150000,A10180121,965 KAMILONUI PL,2027,2020
390190160000,A05190190,955 KAMILONUI PL,2023,2020
390190170000,A05190192,945 KAMILONUI PL,2023,2020
Parcel ID (TMK),Petition Number,Site Address,End Year,2020
390190180000,A10180057,935 KAMILONUI PL,2027,2020
390190190000,A10180076,925 KAMILONUI PL,2027,2020
390190200000,A10120024,915 KAMILONUI PL,2021,2020
390190210000,A10180042,905 KAMILONUI PL,2027,2020
390190220000,A10170045,895 KAMILONUI PL,2026,2020
390190230000,A10120167,865 KAMILONUI PL,2021,2020
390190240000,A10120168,855 KAMILONUI PL,2021,2020
410080450000,A10120130,KULAIWI ST,2021,2020
410080460000,A10120181,HILU ST,2021,2020
410080540000,A20040644A,41-1800 KALANIANAOLE HWY,2023,2020
410080590000,A20040644B,41-1800 KALANIANAOLE HWY,2023,2020
410080760000,A10140358,41-131 KULAIWI ST,2023,2020
410080790000,A20040171,41-254 KULAIWI ST,2023,2020
410092660000,A10140146,41-245 HIHIMANU ST,2023,2020
410092690000,A10170063,41-211 HIHIMANU ST,2026,2020
410100030000,A10150027,41-909 MAHAILUA ST,2024,2020
410100040000,A20040099,41-879 MAHAILUA ST,2023,2020
410100050000,A10200048,41-855 MAHAILUA ST,2029,2020
410100060000,A10160004,41-825 MAHAILUA ST,2025,2020
410100080000,A10180086,41-928 KAKAINA ST,2027,2020
410100100000,A10200017,41-876 WAIKUPANAHA ST,2029,2020
410100130000,A05190153,41-936 KAKAINA ST,2023,2020
410100140000,A05180087,41-938 KAKAINA ST,2022,2020
410100210000,A10160035,41-874 WAIKUPANAHA ST,2025,2020
410100220000,A10140359,41-964 KAKAINA ST,2023,2020
410100290000,A10170046,41-1020 KAKAINA ST,2026,2020
410100300000,A10140349,41-1023 KAKAINA ST,2023,2020
410100310000,A05190029,41-1019 KAKAINA ST,2023,2020
410100340000,A10140187,41-951 KAKAINA PL,2023,2020
410100370000,A10140360,41-954 KAKAINA PL,2023,2020
410100380000,A10140528,41-984 KAKAINA PL,2023,2020
410100390000,A10140529,41-1009 KAKAINA ST,2023,2020
410100400000,A10130115,41-977 KAKAINA ST,2022,2020
410100410000,A10170021,41-955 KAKAINA ST,2026,2020
410100420000,A10200018,41-937 KAKAINA ST,2029,2020
410100430000,A10170065,41-921 KAKAINA ST,2026,2020
410100440000,A10200098,41-910 WAIKUPANAHA ST,2029,2020
410100460000,A10200133,41-924 WAIKUPANAHA ST,2029,2020
410100590000,A20040286,41-978 WAIKUPANAHA ST,2023,2020
410100630000,A20040061,41-1100 WAIKUPANAHA ST,2023,2020
410100640000,A10170112,41-1143 WAIKUPANAHA ST,2026,2020
410100670000,A10160253,41-1160 WAIKUPANAHA ST,2025,2020
410100700000,A10170159,41-1020 WAIKUPANAHA ST,2026,2020
Parcel ID (TMK),Petition Number,Site Address,End Year,2020
410100810000,A10180015,41-1050 KAKAINA ST,2027,2020
410100880000,A10140274,41-1040 WAIKUPANAHA ST,2023,2020
410101040000,A05190024,WAIKUPANAHA ST,2023,2020
410130030000,A10190263,KALANIANAOLE HWY,2028,2020
410130170000,A10140373,KALANIANAOLE HWY,2023,2020
410130320000,A05160056,KALANIANAOLE HWY,2020,2020
410180130000,A05170047,41-571 FLAMINGO ST,2021,2020
410180140000,A10170061,41-565 FLAMINGO ST,2026,2020
410180150000,A05180037,41-551 FLAMINGO ST,2022,2020
410180220000,A10200010,41-655 KUMUHAU ST,2029,2020
410180340000,A10150245,41-659 G KUMUHAU ST,2024,2020
410180360000,A10140361,41-659 F KUMUHAU ST,2023,2020
410180400000,A10170101,41-641 KUMUHAU ST,2026,2020
410180470000,A10170102,KUMUHAU ST,2026,2020
410180480000,A10150187,KUMUHAU ST,2024,2020
410240120000,A10180016,41-860 KAKAINA ST,2027,2020
410240130000,A10180017,41-860 KAKAINA ST,2027,2020
410240140000,A10180018,41-860 KAKAINA ST,2027,2020
410240180000,A10140057,41-821 WAIKUPANAHA ST,2023,2020
410240210000,A10170022,41-710 MAHAILUA ST,2026,2020
410240220000,A10140552,41-732 KAKAINA ST,2023,2020
410240230000,A10190151,41-668 KAKAINA ST,2028,2020
410240240000,A05170121,41-656 KAKAINA ST,2021,2020
410240250000,A10170023,41-639 KAULUKANU ST,2026,2020
410240260000,A05190027,41-702 MOOIKI ST,2023,2020
410240280000,A20040236,41-712 MOOIKI ST,2023,2020
410240290000,A10170074,41-723 KAULUKANU ST,2026,2020
410240300000,A10140190,41-730 MOOIKI ST,2023,2020
410240310000,A10170068,41-717 WAIKUPANAHA ST,2026,2020
410240310000,AV10170030,41-717 WAIKUPANAHA ST,2026,2020
410240320000,A20040030,41-760 KAULUKANU ST,2023,2020
410240340000,A05180063,41-650 KAULUKANU ST,2022,2020
410240350000,A10190152,41-520 HIHIMANU ST,2028,2020
410240360000,A10140348,41-635 MOKULAMA ST,2023,2020
410240370000,A10140532,41-679 MOKULAMA ST,2023,2020
410240380000,A10140533,MOKULAMA ST,2023,2020
410240390000,AV10150007,41-709 MOKULAMA ST,2024,2020
410240400000,AV10150008,MOKULAMA ST,2024,2020
410240410000,A10170086,41-715 MOKULAMA ST,2026,2020
410240420000,A10150153,41-659 WAIKUPANAHA ST,2024,2020
410240430000,A10150008,41-765 MOKULAMA ST,2024,2020
410240440000,A10150191,41-774 MOKULAMA ST,2024,2020
410240450000,A10140537,41-555 WAIKUPANAHA ST,2023,2020
Parcel ID (TMK),Petition Number,Site Address,End Year,2020
410240460000,A05160172,41-540 MAKAKALO ST,2020,2020
410240470000,A10170083,41-741 AHIKI ST,2026,2020
410240480000,A10110197,41-502 MAKAKALO ST,2020,2020
410240500000,A10130004,41-539 MAKAKALO ST,2022,2020
410240510000,A10130005,41-569 MAKAKALO ST,2022,2020
410240520000,A10130006,MAKAKALO ST,2022,2020
410240530000,A10130007,41-587 MAKAKALO ST,2022,2020
410240540000,A10170066,41-670 MOKULAMA ST,2026,2020
410240550000,A10170090,41-630 MOKULAMA ST,2026,2020
410240570000,A10160155,41-486 HIHIMANU ST,2025,2020
410240590000,A10170072,41-464 HIHIMANU ST,2026,2020
410240610000,A10140363,41-450 HIHIMANU ST,2023,2020
410240620000,A10170071,41-436 HIHIMANU ST,2026,2020
410240630000,A10170070,AHIKI ST,2026,2020
410240640000,A10140120,41-629 AHIKI ST,2023,2020
410240650000,A05160013,41-426 HIHIMANU ST,2020,2020
410240760000,A05190078,KAKAINA ST,2023,2020
410240780000,A10140159,41-669 AHIKI ST,2023,2020
410240790000,A10140364,41-708 KAKAINA ST,2023,2020
410240800000,A10140365,41-769 MAHAILUA ST,2023,2020
410240810000,A10140002,41-770 MAHAILUA ST,2023,2020
410240820000,A10160161,41-745 MOOIKI ST,2025,2020
410240840000,A20040029,41-730 KAULUKANU ST,2023,2020
410240850000,A10130158,41-759 KAULUKANU ST,2022,2020
410240860000,A10140049,41-755 KAULUKANU ST,2023,2020
410240870000,A20040043,41-745 KAULUKANU ST,2023,2020
410240880000,A10170091,41-474 HIHIMANU ST,2026,2020
410240890000,A10140060,41-462 HIHIMANU ST,2023,2020
410240900000,A10140366,41-558 MAKAKALO ST,2023,2020
410240910000,A10150005,MOKULAMA ST,2024,2020
410240920000,A10150009,41-765 C MOKULAMA ST,2024,2020
410240930000,A10150010,41-765 MOKULAMA ST,2024,2020
410240940000,A10140161,41-756 MOOIKI ST,2023,2020
410240950000,A10170076,41-715 MOOIKI ST,2026,2020
410240960000,A10140207,41-739 MOOIKI ST,2023,2020
410240980000,A10150192,41-774 MOKULAMA ST,2024,2020
410240990000,A10140151,41-620 KAULUKANU ST,2023,2020
410241000000,A10140152,41-630 KAULUKANU ST,2023,2020
410241010000,AV10150010,41-659 WAIKUPANAHA ST,2024,2020
410241020000,A10150152,41-647 WAIKUPANAHA ST,2024,2020
410241040000,A20040050,41-625 KAULUKANU ST,2023,2020
410241050000,A10180050,41-720 MOOIKI ST,2027,2020
410241060000,A10140367,41-574 MAKAKALO ST,2023,2020
Parcel ID (TMK),Petition Number,Site Address,End Year,2020
410241070000,A10180014,41-545 WAIKUPANAHA ST,2027,2020
410241080000,A10150069,KAULUKANU ST,2024,2020
410241160000,A10140208,41-695 KAULUKANU ST,2023,2020
410241170000,A05160110,41-665 KAULUKANU ST,2020,2020
410241220000,A05180046,41-812 KAKAINA ST,2022,2020
410241230000,A05180047,41-812 KAKAINA ST,2022,2020
410241250000,A05190275,41-668 KAULUKANU ST,2023,2020
410241260000,A05190273,41-666 KAULUKANU ST,2023,2020
410241270000,A05190274,41-660 KAULUKANU ST,2023,2020
410250040002,A10170167,41-875 KAKAINA ST,2026,2020
410250060000,A10160009,41-849 KAKAINA ST,2025,2020
410250070000,A10160010,41-849 KAKAINA ST,2025,2020
410250080000,A10160156,41-829 KAKAINA ST,2025,2020
410250090000,A10160135,41-829 A KAKAINA ST,2025,2020
410250100000,A05160126,41-659 MAHALUA ST,2020,2020
410250110000,A10140369,41-647 MAHAILUA ST,2023,2020
410250120000,A10180102,41-747 KAKAINA ST,2027,2020
410250130000,A10180101,41-747 KAKAINA ST,2027,2020
410250140000,A10170024,41-719 KAKAINA ST,2026,2020
410250150000,A10170106,41-640 MAHAILUA ST,2026,2020
410250160000,A10170107,41-640 MAHAILUA ST,2026,2020
410250170000,A10170108,MAHAILUA ST,2026,2020
410250180000,A10170109,41-640 A MAHAILUA ST,2026,2020
410250190000,A05160167,41-562 KUMUHAU ST,2020,2020
410250220000,A10180089,41-639 MAHAILUA ST,2027,2020
410250230000,A10180088,41-638 KUMUHAU ST,2027,2020
410250240000,A10140034,41-670 KUMUHAU ST,2023,2020
410250250000,A10140035,KUMUHAU ST,2023,2020
410250260000,A10140036,41-670 KUMUHAU ST,2023,2020
410250270000,A10170078,41-720 KUMUHAU ST,2026,2020
410250280000,A10140143,41-724 KUMUHAU ST,2023,2020
410250290000,A10140139,41-726 KUMUHAU ST,2023,2020
410250300000,A10140142,41-732 KUMUHAU ST,2023,2020
410250310000,A10140370,KUMUHAU ST,2023,2020
410250320000,A10140371,41-744 KUMUHAU ST,2023,2020
410250330000,A10150159,41-937 WAIKUPANAHA ST,2024,2020
410250340000,A05170105,41-949 WAIKUPANAHA ST,2021,2020
410250350000,A10130049,41-951 WAIKUPANAHA ST,2022,2020
410250550000,A10150059,41-739 KUMUHAU ST,2024,2020
410250570000,A05190168,KUMUHAU ST,2023,2020
410250580000,A10170158,41-709 KAKAINA ST,2026,2020
410250590000,A10150070,41-717 KAKAINA ST,2024,2020
410250600000,A10150032,41-711 KAKAINA ST,2024,2020
Parcel ID (TMK),Petition Number,Site Address,End Year,2020
410250670000,A05200043,41-604 MAHAILUA ST,2024,2020
410250680000,AV10200004,41-604 MAHAILUA ST,2029,2020
410250690000,A05200045,41-604 MAHAILUA ST,2024,2020
410260050000,A10200062,41-139 WAIKUPANAHA ST,2029,2020
410260060000,A10200061,41-139 WAIKUPANAHA ST,2029,2020
410260090000,A10160024,41-610 NONOKIO ST,2025,2020
410260110000,A10160254,41-350 HIHIMANU ST,2025,2020
410260150000,A10140038,41-430 WAIKUPANAHA ST,2023,2020
410260170000,A10140070,41-500 WAIKUPANAHA ST,2023,2020
410260180000,A10200065,41-512 WAIKUPANAHA ST,2029,2020
410260190000,A10150185,41-530 WAIKUPANAHA ST,2024,2020
410260240000,A05180012,41-202 HIHIMANU ST,2022,2020
410260250000,A20040014A,41-208 HIHIMANU ST,2023,2020
410260270000,A05190171,41-250 HIHIMANU ST,2023,2020
410260280000,A10200001,41-626 NONOKIO ST,2029,2020
410260300000,A10120142,41-246 HIHIMANU ST,2021,2020
410260310000,A05160041,41-244 HIHIMANU ST,2020,2020
410270010000,A10180030,41-568 WAIKUPANAHA PL,2027,2020
410270020000,A10150071,41-563 WAIKUPANAHA PL,2024,2020
410270050000,A10190079,41-570 WAIKUPANAHA PL,2028,2020
410270060000,A10180065,41-608 WAIKUPANAHA ST,2027,2020
410270070000,A10180066,41-614 WAIKUPANAHA ST,2027,2020
410270080000,A10180064,41-628 WAIKUPANAHA ST,2027,2020
410270100000,A10160136,41-672 WAIKUPANAHA ST,2025,2020
410270110000,A10140527,41-858 KAULUKANU ST,2023,2020
410270120000,A10130114,41-878 KAULUKANU ST,2022,2020
410270140000,A10150115,41-902 KAULUKANU ST,2024,2020
410270180000,A10140530,41-711 KAULUKANU ST,2023,2020
410270190000,A10140534,41-741 KAULUKANU PL,2023,2020
410270250000,A05170136,41-740 KAULUKANU PL,2021,2020
410270260000,A10160054,41-720 KAULUKANU PL,2025,2020
410270270000,A20040131,41-831 KAULUKANU ST,2023,2020
410270280000,A10200060,41-740 WAIKUPANAHA ST,2029,2020
410270290000,A10140535,41-758 WAIKUPANAHA ST,2023,2020
410270300000,A20040047,41-772 WAIKUPANAHA ST,2023,2020
410350010000,A10150037,41-1009 MAHIKU PL,2024,2020
410350020000,A10150110,41-999 MAHIKU PL,2024,2020
410350030000,A20040470,41-969 MAHIKU PL,2023,2020
410350040000,A05190172,41-949 MAHIKU PL,2023,2020
410350050000,A10140374,41-929 MAHIKU PL,2023,2020
410350060000,A05190173,41-909 MAHIKU PL,2023,2020
410350070000,A10150035,41-889 MAHIKU PL,2024,2020
410350080000,A20040766,41-869 MAHIKU PL,2023,2020
Parcel ID (TMK),Petition Number,Site Address,End Year,2020
410350090000,A10140199,41-849 MAHIKU PL,2023,2020
410350100000,A10180084,41-830 MAHIKU PL,2027,2020
410350110000,A10150015,41-890 MAHIKU PL,2024,2020
410350120000,A10140538,41-910 MAHIKU PL,2023,2020
410350130000,A10150040,41-950 MAHIKU PL,2024,2020
410350140000,A10110249,41-970 MAHIKU PL,2020,2020
420050110000,A10150205,42-100 OLD KALANIANAOLE RD,2024,2020
420050130000,A10200114,42-100 OLD KALANIANAOLE RD,2029,2020
420050150000,A10150215,42-100 OLD KALANIANAOLE HWY,2024,2020
420050160000,A10150216,42-100 OLD KALANIANAOLE RD,2024,2020
420050230000,A10150223,42-100 OLD KALANIANAOLE RD,2024,2020
420050290000,A10150210,OLD KALANIANAOLE RD,2024,2020
420050300000,A10180138,OLD KALANIANAOLE RD,2027,2020
420070020000,A10150240,1066 MAUNAWILI RD,2024,2020
420070390000,A10190287,1144 MAUNAWILI RD,2028,2020
420070400000,A10170123,1140 MAUNAWILI RD,2026,2020
420070410000,A10140195,1130 MAUNAWILI RD,2023,2020
420070420000,A05180082,1120 MAUNAWILI RD,2022,2020
420120130001,A10190031,1009 MAUNAWILI RD,2028,2020
420120130002,A10190032,1011 MAUNAWILI RD,2028,2020
420140030000,A10180029,1003 AULOA RD,2027,2020
420980110000,A10140347,42-137 OLD KALANIANAOLE RD,2023,2020
420980200000,A10120154,42-101 KOOKU PL,2021,2020
420980480000,A10120183,42-71 OLD KALANIANAOLE RD,2021,2020
420980490000,A10120182,42-51 OLD KALANIANAOLE RD,2021,2020
450210490000,A05160091,45-1053 G ANOI RD,2020,2020
460160130000,AV10200014,AHUI NANI PL,2029,2020
470050010000,A10140129,47-263 AHAOLELO RD,2023,2020
470050020000,A10140007,AHAOLELO RD,2023,2020
470050050000,A10150018,47-255 AHAOLELO RD,2024,2020
470050110000,A10190033,47-590 MAPELE PL,2028,2020
470050450000,A05190319,47-604 UAPOAIHALA PL,2023,2020
470050650000,A10140008,47-615 UAPOAIHALA PL,2023,2020
470050660000,A10190164,47-565 MAPELE RD,2028,2020
470050670000,A10190163,47-614 UAPOAIHALA PL,2028,2020
470050680000,A10140376,47-624 UAPOAIHALA PL,2023,2020
470050690000,A10190294,47-634 UAPOAIHALA PL,2028,2020
470050700000,A10140378,47-591 MAPELE RD,2023,2020
470050710000,A05190278,47-277 AHAOLELO RD,2023,2020
470050720000,A10180073,47-289 AHAOLELO RD,2027,2020
470050740000,A10140196,47-602 MAPELE RD,2023,2020
470050750000,A10190176,47-590 MAPELE RD,2028,2020
470050760000,A10140050,47-119 MAPELE WAY,2023,2020
Parcel ID (TMK),Petition Number,Site Address,End Year,2020
470050790000,A05190041,47-171 MAPELE WAY,2028,2020
470050820000,A10140153,47-158 MAPELE WAY,2023,2020
470050830000,A05160037,47-144 MAPELE WAY,2020,2020
470050870000,A10150019,47-257 AHAOLELO RD,2024,2020
470050890002,A10140154,47-611 A MAPELE RD,2023,2020
470050920000,A10140333,47-611 MAPELE PL,2023,2020
470050930000,A10140334,47-607 MAPELE PL,2023,2020
470050950000,A10140380,47-619 MAPELE RD,2023,2020
470050990000,A05180011,47-136 MAPELE WAY,2022,2020
470051000000,A05160269,47-122 MAPELE WAY,2020,2020
470060020000,A10110056,47-544 AHILAMA RD,2020,2020
470060030000,A10110057,47-544 A AHILAMA RD,2020,2020
470070100000,A10140275,47-381 PULAMA RD,2023,2020
470070160000,A10140382,47-874 AHILAMA RD,2023,2020
470070360000,A10130245,47-285 PULAMA RD,2022,2020
470120200000,A10170026,47-531 AHILAMA RD,2026,2020
470130210000,A10140155,47-653 AHILAMA RD,2023,2020
470130300000,A05190082,47-635 AHILAMA RD,2023,2020
470140060000,A10160014,KAMEHAMEHA HWY,2025,2020
470140260000,A10160019,47-710 KAMEHAMEHA HWY,2025,2020
470150060000,A10160020,LAMAULA ST,2025,2020
470150090000,A10170007,47-669 LAMAULA RD,2026,2020
470150100000,A10160021,LAMAULA RD,2025,2020
470150130000,A10140131,47-320 PULAMA RD,2023,2020
470150140000,A10110076,47-401 PULAMA RD,2020,2020
470160070000,A10170008,KAMEHAMEHA HWY,2026,2020
470250200000,A10140271,47-357 E2 AHUIMANU RD,2023,2020
470250220000,A10140272,47-357 E1 AHUIMANU RD,2023,2020
470250460011,AV10200001,47-357 B10 AHUIMANU RD,2029,2020
470250460012,AV10200002,47-357 AHUIMANU RD,2029,2020
470260020000,A10150020,AHILAMA RD,2024,2020
470260050000,A10150021,AHILAMA RD,2024,2020
470260240000,A10110058,47-519 AHILAMA RD,2020,2020
470270010000,A10140121,47-157 AHAOLELO PL,2023,2020
470270060000,A10110059,47-173 AHAOLELO RD,2020,2020
470270200000,A10140383,47-157 AHAOLELO PL,2023,2020
470280020000,A10130023,47-140 AHAOLELO RD,2022,2020
470280050000,A10140273,47-357 E AHUIMANU RD,2023,2020
470280290000,A10200020,47-204 I AHAOLELO RD,2029,2020
470280330000,A10140064,47-206 A AHAOLELO RD,2023,2020
470280360000,A10170044,47-212 AHAOLELO RD,2026,2020
470290100000,AV10190019,47-396 AHAOLELO RD,2028,2020
470320010000,A10140209,47-516 AHUIMANU RD,2023,2020
Parcel ID (TMK),Petition Number,Site Address,End Year,2020
470320020000,A10190167,47-524 AHUIMANU RD,2028,2020
470320030000,A10110002,47-532 AHUIMANU RD,2020,2020
470330010000,A10170132,47-600 AHILAMA RD,2026,2020
470330060000,A10170103,47-411 WAIHEE PL,2026,2020
470330140000,A05190105,47-334 MAPUMAPU RD,2023,2020
470330150000,A10190187,47-324 MAPUMAPU RD,2028,2020
470330160000,A10170140,47-310 MAPUMAPU RD,2026,2020
470330170000,A05170010,47-308 MAHAKEA RD,2021,2020
470330320002,A10170095,47-434 A WAIHEE PL,2026,2020
470330350000,A20030601,47-394 MAPUMAPU RD,2022,2020
470390020000,A10200003,47-2 OKANA RD,2029,2020
470390270000,A10130009,47-40 OKANA PL,2022,2020
470420010000,A10180049,47-533 PULAMA RD,2027,2020
470420040000,A10190186,47-806 KAMAKOI PL,2028,2020
470420080000,A10180001,47-807 KAMAKOI PL,2027,2020
470420120000,A10170028,47-208 KAMAKOI RD,2026,2020
470420170000,A10170029,47-227 KAMAKOI RD,2026,2020
470420230000,A10140006,47-265 KAMAKOI RD,2023,2020
470420250000,A10140239,47-875 AHILAMA RD,2023,2020
470430270000,A05180005,47-725 LAMAULA PL,2022,2020
470430400000,A10200113,47-440 PULAMA RD,2029,2020
470430430000,A10180074,47-719 AHILAMA RD,2027,2020
470430480000,A10140335,47-735 AHILAMA PL,2023,2020
470430540000,A10140210,47-761 AHILAMA RD,2023,2020
470470150000,A10170030,47-433 MAHAKEA RD,2026,2020
470470260000,A10170127,47-345 MAHAKEA RD,2026,2020
470470330000,A10190018,47-814 AHILAMA RD,2028,2020
470490070000,A10140150,47-706 MAPELE RD,2023,2020
470590100000,A10200021,47-630 UAKEA PL,2029,2020
470630020000,A10190109,47-328 WAIHEE RD,2028,2020
470640010000,A10180035,47-422 WAIHEE RD,2027,2020
480010010000,A10160270,48-12 KAMEHAMEHA HWY,2025,2020
480010200000,A10160120,48-86 KAMEHAMEHA HWY,2025,2020
480050080000,A10140336,48-464 KAMEHAMEHA ST,2023,2020
480050100000,A10190030,48-449 HAUPOA ST,2028,2020
